 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2016
"Município";"Nascim_p/resid.mãe"
"140045 Pacaraima";357
"140047 Rorainópolis";542
"140050 São João da Baliza";104
"140060 São Luiz";83
"140070 Uiramutã";509
"140000 Município ignorado - RR";1
"150010 Abaetetuba";2532
"150013 Abel Figueiredo";117
"150020 Acará";996
"150030 Afuá";911
"150034 Água Azul do Norte";163
"150040 Alenquer";1031
"150050 Almeirim";739
"150060 Altamira";2846
"150070 Anajás";819
"150080 Ananindeua";8011
"150085 Anapu";575
"150090 Augusto Corrêa";954
"150095 Aurora do Pará";395
"150100 Aveiro";205
"150110 Bagre";562
"150120 Baião";567
"150125 Bannach";37
"150130 Barcarena";2148
"150140 Belém";19250
"150145 Belterra";241
"150150 Benevides";950
"150157 Bom Jesus do Tocantins";248
"150160 Bonito";182
"150170 Bragança";2126
"150172 Brasil Novo";272
"150175 Brejo Grande do Araguaia";79
"150178 Breu Branco";766
"150180 Breves";2541
"150190 Bujaru";504
"150200 Cachoeira do Arari";339
"150195 Cachoeira do Piriá";344
"150210 Cametá";2406
"150215 Canaã dos Carajás";1380
"150220 Capanema";1050
"150230 Capitão Poço";807
"150240 Castanhal";3129
"150250 Chaves";370
"150260 Colares";199
"150270 Conceição do Araguaia";758
"150275 Concórdia do Pará";500
"150276 Cumaru do Norte";158
"150277 Curionópolis";328
"150280 Curralinho";698
"150285 Curuá";208
"150290 Curuçá";527
"150293 Dom Eliseu";692
"150295 Eldorado do Carajás";409
"150300 Faro";121
"150304 Floresta do Araguaia";327
"150307 Garrafão do Norte";411
"150309 Goianésia do Pará";463
"150310 Gurupá";736
"150320 Igarapé-Açu";550
"150330 Igarapé-Miri";1055
"150340 Inhangapi";162
"150345 Ipixuna do Pará";596
"150350 Irituia";437
"150360 Itaituba";2003
"150370 Itupiranga";840
"150375 Jacareacanga";587
"150380 Jacundá";794
"150390 Juruti";1140
"150400 Limoeiro do Ajuru";456
"150405 Mãe do Rio";591
"150410 Magalhães Barata";97
"150420 Marabá";4751
"150430 Maracanã";383
"150440 Marapanim";329
"150442 Marituba";1794
"150445 Medicilândia";432
"150450 Melgaço";537
"150460 Mocajuba";506
"150470 Moju";1204
"150475 Mojuí dos Campos";225
"150480 Monte Alegre";1138
"150490 Muaná";605
"150495 Nova Esperança do Piriá";445
"150497 Nova Ipixuna";217
"150500 Nova Timboteua";165
"150503 Novo Progresso";553
"150506 Novo Repartimento";1211
"150510 Óbidos";985
"150520 Oeiras do Pará";649
"150530 Oriximiná";1399
"150540 Ourém";281
"150543 Ourilândia do Norte";630
"150548 Pacajá";752
"150549 Palestina do Pará";89
"150550 Paragominas";2001
"150553 Parauapebas";4644
"150555 Pau D'Arco";121
"150560 Peixe-Boi";103
"150563 Piçarra";141
"150565 Placas";285
"150570 Ponta de Pedras";352
"150580 Portel";1461
"150590 Porto de Moz";743
"150600 Prainha";722
"150610 Primavera";172
"150611 Quatipuru";168
"150613 Redenção";1627
"150616 Rio Maria";274
"150618 Rondon do Pará";676
"150619 Rurópolis";369
"150620 Salinópolis";655
"150630 Salvaterra";381
"150635 Santa Bárbara do Pará";354
"150640 Santa Cruz do Arari";78
"150650 Santa Izabel do Pará";996
"150655 Santa Luzia do Pará";376
"150658 Santa Maria das Barreiras";143
"150660 Santa Maria do Pará";372
"150670 Santana do Araguaia";572
"150680 Santarém";6491
"150690 Santarém Novo";105
"150700 Santo Antônio do Tauá";444
"150710 São Caetano de Odivelas";226
"150715 São Domingos do Araguaia";339
"150720 São Domingos do Capim";511
"150730 São Félix do Xingu";1046
"150740 São Francisco do Pará";227
"150745 São Geraldo do Araguaia";463
"150746 São João da Ponta";81
"150747 São João de Pirabas";340
"150750 São João do Araguaia";216
"150760 São Miguel do Guamá";932
"150770 São Sebastião da Boa Vista";551
"150775 Sapucaia";86
"150780 Senador José Porfírio";257
"150790 Soure";382
"150795 Tailândia";1562
"150796 Terra Alta";174
"150797 Terra Santa";273
"150800 Tomé-Açu";1518
"150803 Tracuateua";537
"150805 Trairão";227
"150808 Tucumã";631
"150810 Tucuruí";2119
"150812 Ulianópolis";493
"150815 Uruará";736
"150820 Vigia";753
"150830 Viseu";1158
"150835 Vitória do Xingu";396
"150840 Xinguara";904
"150000 Município ignorado - PA";2
"160010 Amapá";133
"160020 Calçoene";176
"160021 Cutias";89
"160023 Ferreira Gomes";180
"160025 Itaubal";99
"160027 Laranjal do Jari";783
"160030 Macapá";9478
"160040 Mazagão";460
"160050 Oiapoque";559
"160015 Pedra Branca do Amapari";252
"160053 Porto Grande";369
"160055 Pracuúba";66
"160060 Santana";2253
"160005 Serra do Navio";67
"160070 Tartarugalzinho";311
"160080 Vitória do Jari";246
"170025 Abreulândia";36
"170030 Aguiarnópolis";85
"170035 Aliança do Tocantins";68
"170040 Almas";113
"170070 Alvorada";98
"170100 Ananás";156
"170105 Angico";48
"170110 Aparecida do Rio Negro";69
"170130 Aragominas";67
"170190 Araguacema";95
"170200 Araguaçu";93
"170210 Araguaína";3086
"170215 Araguanã";87
"170220 Araguatins";538
"170230 Arapoema";97
"170240 Arraias";156
"170255 Augustinópolis";316
"170270 Aurora do Tocantins";41
"170290 Axixá do Tocantins";192
"170300 Babaçulândia";108
"170305 Bandeirantes do Tocantins";34
"170307 Barra do Ouro";93
"170310 Barrolândia";72
"170320 Bernardo Sayão";67
"170330 Bom Jesus do Tocantins";77
"170360 Brasilândia do Tocantins";26
"170370 Brejinho de Nazaré";81
"170380 Buriti do Tocantins";132
"170382 Cachoeirinha";25
"170384 Campos Lindos";150
"170386 Cariri do Tocantins";57
"170388 Carmolândia";32
"170389 Carrasco Bonito";65
"170390 Caseara";79
"170410 Centenário";28
"170510 Chapada da Natividade";37
"170460 Chapada de Areia";13
"170550 Colinas do Tocantins";576
"171670 Colméia";102
"170555 Combinado";45
"170560 Conceição do Tocantins";53
"170600 Couto Magalhães";72
"170610 Cristalândia";82
"170625 Crixás do Tocantins";23
"170650 Darcinópolis";78
"170700 Dianópolis";286
"170710 Divinópolis do Tocantins";110
"170720 Dois Irmãos do Tocantins";72
"170730 Dueré";51
"170740 Esperantina";141
"170755 Fátima";64
"170765 Figueirópolis";71
"170770 Filadélfia";116
"170820 Formoso do Araguaia";260
"170825 Fortaleza do Tabocão";49
"170830 Goianorte";40
"170900 Goiatins";259
"170930 Guaraí";377
"170950 Gurupi";1294
"170980 Ipueiras";31
"171050 Itacajá";124
"171070 Itaguatins";69
"171090 Itapiratins";52
"171110 Itaporã do Tocantins";38
"171150 Jaú do Tocantins";33
"171180 Juarina";40
"171190 Lagoa da Confusão";222
"171195 Lagoa do Tocantins";64
"171200 Lajeado";56
"171215 Lavandeira";19
"171240 Lizarda";41
"171245 Luzinópolis";50
"171250 Marianópolis do Tocantins";56
"171270 Mateiros";38
"171280 Maurilândia do Tocantins";25
"171320 Miracema do Tocantins";311
"171330 Miranorte";194
"171360 Monte do Carmo";87
"171370 Monte Santo do Tocantins";28
"171395 Muricilândia";46
"171420 Natividade";117
"171430 Nazaré";48
"171488 Nova Olinda";179
"171500 Nova Rosalândia";41
"171510 Novo Acordo";70
"171515 Novo Alegre";20
"171525 Novo Jardim";34
"171550 Oliveira de Fátima";26
"172100 Palmas";4855
"171570 Palmeirante";65
"171380 Palmeiras do Tocantins";82
"171575 Palmeirópolis";79
"171610 Paraíso do Tocantins";851
"171620 Paranã";146
"171630 Pau D'Arco";69
"171650 Pedro Afonso";252
"171660 Peixe";130
"171665 Pequizeiro";68
"171700 Pindorama do Tocantins";43
"171720 Piraquê";32
"171750 Pium";91
"171780 Ponte Alta do Bom Jesus";58
"171790 Ponte Alta do Tocantins";126
"171800 Porto Alegre do Tocantins";54
"171820 Porto Nacional";1103
"171830 Praia Norte";126
"171840 Presidente Kennedy";51
"171845 Pugmil";40
"171850 Recursolândia";53
"171855 Riachinho";67
"171865 Rio da Conceição";38
"171870 Rio dos Bois";36
"171875 Rio Sono";60
"171880 Sampaio";84
"171884 Sandolândia";43
"171886 Santa Fé do Araguaia";115
"171888 Santa Maria do Tocantins";39
"171889 Santa Rita do Tocantins";24
"171890 Santa Rosa do Tocantins";83
"171900 Santa Tereza do Tocantins";42
"172000 Santa Terezinha do Tocantins";35
"172010 São Bento do Tocantins";74
"172015 São Félix do Tocantins";22
"172020 São Miguel do Tocantins";167
"172025 São Salvador do Tocantins";39
"172030 São Sebastião do Tocantins";78
"172049 São Valério";45
"172065 Silvanópolis";73
"172080 Sítio Novo do Tocantins";147
"172085 Sucupira";33
"172090 Taguatinga";173
"172093 Taipas do Tocantins";26
"172097 Talismã";31
"172110 Tocantínia";166
"172120 Tocantinópolis";392
"172125 Tupirama";22
"172130 Tupiratins";30
"172208 Wanderlândia";132
"172210 Xambioá";182
"170000 Município ignorado - TO";1
"210005 Açailândia";1920
"210010 Afonso Cunha";108
"210015 Água Doce do Maranhão";164
"210020 Alcântara";174
"210030 Aldeias Altas";392
"210040 Altamira do Maranhão";83
"210043 Alto Alegre do Maranhão";439
"210047 Alto Alegre do Pindaré";474
"210050 Alto Parnaíba";170
"210055 Amapá do Maranhão";130
"210060 Amarante do Maranhão";739
"210070 Anajatuba";346
"210080 Anapurus";256
"210083 Apicum-Açu";308
"210087 Araguanã";188
"210090 Araioses";555
"210095 Arame";524
"210100 Arari";482
"210110 Axixá";190
"210120 Bacabal";1476
"210125 Bacabeira";292
"210130 Bacuri";240
"210135 Bacurituba";68
"210140 Balsas";1998
"210150 Barão de Grajaú";273
"210160 Barra do Corda";1439
"210170 Barreirinhas";1284
"210177 Bela Vista do Maranhão";194
"210173 Belágua";173
"210180 Benedito Leite";73
"210190 Bequimão";266
"210193 Bernardo do Mearim";54
"210197 Boa Vista do Gurupi";160
"210200 Bom Jardim";640
"210203 Bom Jesus das Selvas";600
"210207 Bom Lugar";142
"210210 Brejo";470
"210215 Brejo de Areia";103
"210220 Buriti";513
"210230 Buriti Bravo";376
"210232 Buriticupu";1366
"210235 Buritirana";198
"210237 Cachoeira Grande";139
"210240 Cajapió";176
"210250 Cajari";272
"210255 Campestre do Maranhão";201
"210260 Cândido Mendes";298
"210270 Cantanhede";259
"210275 Capinzal do Norte";145
"210280 Carolina";327
"210290 Carutapera";457
"210300 Caxias";2559
"210310 Cedral";114
"210312 Central do Maranhão";93
"210315 Centro do Guilherme";190
"210317 Centro Novo do Maranhão";296
"210320 Chapadinha";1368
"210325 Cidelândia";186
"210330 Codó";1947
"210340 Coelho Neto";716
"210350 Colinas";719
"210355 Conceição do Lago-Açu";252
"210360 Coroatá";1101
"210370 Cururupu";420
"210375 Davinópolis";238
"210380 Dom Pedro";364
"210390 Duque Bacelar";185
"210400 Esperantinópolis";306
"210405 Estreito";640
"210407 Feira Nova do Maranhão";78
"210408 Fernando Falcão";187
"210409 Formosa da Serra Negra";261
"210410 Fortaleza dos Nogueiras";193
"210420 Fortuna";292
"210430 Godofredo Viana";145
"210440 Gonçalves Dias";249
"210450 Governador Archer";164
"210455 Governador Edison Lobão";303
"210460 Governador Eugênio Barros";247
"210462 Governador Luiz Rocha";105
"210465 Governador Newton Bello";143
"210467 Governador Nunes Freire";445
"210470 Graça Aranha";58
"210480 Grajaú";1587
"210490 Guimarães";158
"210500 Humberto de Campos";510
"210510 Icatu";396
"210515 Igarapé do Meio";245
"210520 Igarapé Grande";144
"210530 Imperatriz";4894
"210535 Itaipava do Grajaú";250
"210540 Itapecuru Mirim";1140
"210542 Itinga do Maranhão";346
"210545 Jatobá";134
"210547 Jenipapo dos Vieiras";338
"210550 João Lisboa";448
"210560 Joselândia";233
"210565 Junco do Maranhão";119
"210570 Lago da Pedra";883
"210580 Lago do Junco";160
"210594 Lago dos Rodrigues";130
"210590 Lago Verde";263
"210592 Lagoa do Mato";126
"210596 Lagoa Grande do Maranhão";201
"210598 Lajeado Novo";99
"210600 Lima Campos";226
"210610 Loreto";165
"210620 Luís Domingues";101
"210630 Magalhães de Almeida";199
"210632 Maracaçumé";336
"210635 Marajá do Sena";101
"210637 Maranhãozinho";183
"210640 Mata Roma";328
"210650 Matinha";382
"210660 Matões";449
"210663 Matões do Norte";116
"210667 Milagres do Maranhão";102
"210670 Mirador";316
"210675 Miranda do Norte";302
"210680 Mirinzal";230
"210690 Monção";624
"210700 Montes Altos";150
"210710 Morros";326
"210720 Nina Rodrigues";197
"210725 Nova Colinas";90
"210730 Nova Iorque";27
"210735 Nova Olinda do Maranhão";237
"210740 Olho d'Água das Cunhãs";264
"210745 Olinda Nova do Maranhão";177
"210750 Paço do Lumiar";1710
"210760 Palmeirândia";311
"210770 Paraibano";341
"210780 Parnarama";484
"210790 Passagem Franca";341
"210800 Pastos Bons";318
"210805 Paulino Neves";312
"210810 Paulo Ramos";377
"210820 Pedreiras";564
"210825 Pedro do Rosário";210
"210830 Penalva";682
"210840 Peri Mirim";131
"210845 Peritoró";369
"210850 Pindaré-Mirim";568
"210860 Pinheiro";1461
"210870 Pio XII";425
"210880 Pirapemas";280
"210890 Poção de Pedras";236
"210900 Porto Franco";420
"210905 Porto Rico do Maranhão";78
"210910 Presidente Dutra";794
"210920 Presidente Juscelino";207
"210923 Presidente Médici";100
"210927 Presidente Sarney";395
"210930 Presidente Vargas";210
"210940 Primeira Cruz";196
"210945 Raposa";478
"210950 Riachão";381
"210955 Ribamar Fiquene";134
"210960 Rosário";634
"210970 Sambaíba";66
"210975 Santa Filomena do Maranhão";55
"210980 Santa Helena";520
"210990 Santa Inês";1519
"211000 Santa Luzia";1156
"211003 Santa Luzia do Paruá";381
"211010 Santa Quitéria do Maranhão";428
"211020 Santa Rita";541
"211023 Santana do Maranhão";119
"211027 Santo Amaro do Maranhão";175
"211030 Santo Antônio dos Lopes";260
"211040 São Benedito do Rio Preto";345
"211050 São Bento";473
"211060 São Bernardo";428
"211065 São Domingos do Azeitão";129
"211070 São Domingos do Maranhão";583
"211080 São Félix de Balsas";39
"211085 São Francisco do Brejão";152
"211090 São Francisco do Maranhão";147
"211100 São João Batista";267
"211102 São João do Carú";228
"211105 São João do Paraíso";161
"211107 São João do Soter";294
"211110 São João dos Patos";390
"211120 São José de Ribamar";3229
"211125 São José dos Basílios";93
"211130 São Luís";15930
"211140 São Luís Gonzaga do Maranhão";301
"211150 São Mateus do Maranhão";673
"211153 São Pedro da Água Branca";168
"211157 São Pedro dos Crentes";88
"211160 São Raimundo das Mangabeiras";337
"211163 São Raimundo do Doca Bezerra";76
"211167 São Roberto";57
"211170 São Vicente Ferrer";252
"211172 Satubinha";115
"211174 Senador Alexandre Costa";177
"211176 Senador La Rocque";287
"211178 Serrano do Maranhão";140
"211180 Sítio Novo";273
"211190 Sucupira do Norte";154
"211195 Sucupira do Riachão";71
"211200 Tasso Fragoso";136
"211210 Timbiras";494
"211220 Timon";2805
"211223 Trizidela do Vale";313
"211227 Tufilândia";109
"211230 Tuntum";493
"211240 Turiaçu";708
"211245 Turilândia";344
"211250 Tutóia";907
"211260 Urbano Santos";621
"211270 Vargem Grande";860
"211280 Viana";1018
"211285 Vila Nova dos Martírios";161
"211290 Vitória do Mearim";522
"211300 Vitorino Freire";461
"211400 Zé Doca";803
"210000 Município ignorado - MA";4
"220005 Acauã";85
"220010 Agricolândia";73
"220020 Água Branca";278
"220025 Alagoinha do Piauí";85
"220027 Alegrete do Piauí";54
"220030 Alto Longá";126
"220040 Altos";604
"220045 Alvorada do Gurguéia";80
"220050 Amarante";304
"220060 Angical do Piauí";115
"220070 Anísio de Abreu";142
"220080 Antônio Almeida";45
"220090 Aroazes";86
"220095 Aroeiras do Itaim";19
"220100 Arraial";46
"220105 Assunção do Piauí";116
"220110 Avelino Lopes";170
"220115 Baixa Grande do Ribeiro";208
"220117 Barra D'Alcântara";58
"220120 Barras";731
"220130 Barreiras do Piauí";35
"220140 Barro Duro";94
"220150 Batalha";365
"220155 Bela Vista do Piauí";51
"220157 Belém do Piauí";36
"220160 Beneditinos";127
"220170 Bertolínia";75
"220173 Betânia do Piauí";118
"220177 Boa Hora";82
"220180 Bocaina";46
"220190 Bom Jesus";488
"220191 Bom Princípio do Piauí";75
"220192 Bonfim do Piauí";103
"220194 Boqueirão do Piauí";85
"220196 Brasileira";100
"220198 Brejo do Piauí";51
"220200 Buriti dos Lopes";289
"220202 Buriti dos Montes";71
"220205 Cabeceiras do Piauí";119
"220207 Cajazeiras do Piauí";43
"220208 Cajueiro da Praia";118
"220209 Caldeirão Grande do Piauí";64
"220210 Campinas do Piauí";49
"220211 Campo Alegre do Fidalgo";58
"220213 Campo Grande do Piauí";94
"220217 Campo Largo do Piauí";107
"220220 Campo Maior";560
"220225 Canavieira";31
"220230 Canto do Buriti";282
"220240 Capitão de Campos";149
"220245 Capitão Gervásio Oliveira";62
"220250 Caracol";180
"220253 Caraúbas do Piauí";80
"220255 Caridade do Piauí";60
"220260 Castelo do Piauí";268
"220265 Caxingó";101
"220270 Cocal";402
"220271 Cocal de Telha";75
"220272 Cocal dos Alves";62
"220273 Coivaras";51
"220275 Colônia do Gurguéia";92
"220277 Colônia do Piauí";86
"220280 Conceição do Canindé";69
"220285 Coronel José Dias";65
"220290 Corrente";410
"220300 Cristalândia do Piauí";101
"220310 Cristino Castro";167
"220320 Curimatá";208
"220323 Currais";80
"220327 Curral Novo do Piauí";71
"220325 Curralinhos";51
"220330 Demerval Lobão";222
"220335 Dirceu Arcoverde";98
"220340 Dom Expedito Lopes";92
"220345 Dom Inocêncio";77
"220342 Domingos Mourão";52
"220350 Elesbão Veloso";151
"220360 Eliseu Martins";50
"220370 Esperantina";651
"220375 Fartura do Piauí";63
"220380 Flores do Piauí";70
"220385 Floresta do Piauí";17
"220390 Floriano";936
"220400 Francinópolis";60
"220410 Francisco Ayres";64
"220415 Francisco Macedo";29
"220420 Francisco Santos";88
"220430 Fronteiras";146
"220435 Geminiano";72
"220440 Gilbués";185
"220450 Guadalupe";171
"220455 Guaribas";72
"220460 Hugo Napoleão";47
"220465 Ilha Grande";139
"220470 Inhuma";191
"220480 Ipiranga do Piauí";107
"220490 Isaías Coelho";111
"220500 Itainópolis";111
"220510 Itaueira";136
"220515 Jacobina do Piauí";77
"220520 Jaicós";270
"220525 Jardim do Mulato";39
"220527 Jatobá do Piauí";48
"220530 Jerumenha";73
"220535 João Costa";42
"220540 Joaquim Pires";195
"220545 Joca Marques";83
"220550 José de Freitas";558
"220551 Juazeiro do Piauí";57
"220552 Júlio Borges";76
"220553 Jurema";64
"220555 Lagoa Alegre";113
"220557 Lagoa de São Francisco";71
"220556 Lagoa do Barro do Piauí";65
"220558 Lagoa do Piauí";56
"220559 Lagoa do Sítio";66
"220554 Lagoinha do Piauí";50
"220560 Landri Sales";57
"220570 Luís Correia";439
"220580 Luzilândia";343
"220585 Madeiro";112
"220590 Manoel Emídio";75
"220595 Marcolândia";122
"220600 Marcos Parente";53
"220605 Massapê do Piauí";71
"220610 Matias Olímpio";152
"220620 Miguel Alves";514
"220630 Miguel Leão";16
"220635 Milton Brandão";55
"220640 Monsenhor Gil";134
"220650 Monsenhor Hipólito";82
"220660 Monte Alegre do Piauí";172
"220665 Morro Cabeça no Tempo";71
"220667 Morro do Chapéu do Piauí";117
"220669 Murici dos Portelas";110
"220670 Nazaré do Piauí";76
"220672 Nazária";159
"220675 Nossa Senhora de Nazaré";47
"220680 Nossa Senhora dos Remédios";171
"220795 Nova Santa Rita";62
"220690 Novo Oriente do Piauí";70
"220695 Novo Santo Antônio";39
"220700 Oeiras";430
"220710 Olho D'Água do Piauí";43
"220720 Padre Marcos";88
"220730 Paes Landim";77
"220735 Pajeú do Piauí";28
"220740 Palmeira do Piauí";76
"220750 Palmeirais";205
"220755 Paquetá";31
"220760 Parnaguá";166
"220770 Parnaíba";2319
"220775 Passagem Franca do Piauí";55
"220777 Patos do Piauí";56
"220779 Pau D'Arco do Piauí";46
"220780 Paulistana";331
"220785 Pavussu";42
"220790 Pedro II";515
"220793 Pedro Laurentino";25
"220800 Picos";1078
"220810 Pimenteiras";132
"220820 Pio IX";237
"220830 Piracuruca";438
"220840 Piripiri";955
"220850 Porto";213
"220855 Porto Alegre do Piauí";33
"220860 Prata do Piauí";43
"220865 Queimada Nova";96
"220870 Redenção do Gurguéia";122
"220880 Regeneração";261
"220885 Riacho Frio";65
"220887 Ribeira do Piauí";50
"220890 Ribeiro Gonçalves";120
"220900 Rio Grande do Piauí";70
"220910 Santa Cruz do Piauí";79
"220915 Santa Cruz dos Milagres";57
"220920 Santa Filomena";95
"220930 Santa Luz";66
"220937 Santa Rosa do Piauí";50
"220935 Santana do Piauí";36
"220940 Santo Antônio de Lisboa";88
"220945 Santo Antônio dos Milagres";32
"220950 Santo Inácio do Piauí";41
"220955 São Braz do Piauí";72
"220960 São Félix do Piauí";22
"220965 São Francisco de Assis do Piauí";80
"220970 São Francisco do Piauí";65
"220975 São Gonçalo do Gurguéia";27
"220980 São Gonçalo do Piauí";65
"220985 São João da Canabrava";47
"220987 São João da Fronteira";72
"220990 São João da Serra";72
"220995 São João da Varjota";57
"220997 São João do Arraial";113
"221000 São João do Piauí";328
"221005 São José do Divino";60
"221010 São José do Peixe";42
"221020 São José do Piauí";75
"221030 São Julião";73
"221035 São Lourenço do Piauí";57
"221037 São Luis do Piauí";34
"221038 São Miguel da Baixa Grande";23
"221039 São Miguel do Fidalgo";29
"221040 São Miguel do Tapuio";223
"221050 São Pedro do Piauí";202
"221060 São Raimundo Nonato";567
"221062 Sebastião Barros";46
"221063 Sebastião Leal";53
"221065 Sigefredo Pacheco";100
"221070 Simões";232
"221080 Simplício Mendes";194
"221090 Socorro do Piauí";46
"221093 Sussuapara";90
"221095 Tamboril do Piauí";46
"221097 Tanque do Piauí";34
"221100 Teresina";13474
"221110 União";634
"221120 Uruçuí";420
"221130 Valença do Piauí";326
"221135 Várzea Branca";78
"221140 Várzea Grande";52
"221150 Vera Mendes";31
"221160 Vila Nova do Piauí";40
"221170 Wall Ferraz";34
"230010 Abaiara";120
"230015 Acarape";226
"230020 Acaraú";1010
"230030 Acopiara";584
"230040 Aiuaba";172
"230050 Alcântaras";118
"230060 Altaneira";112
"230070 Alto Santo";217
"230075 Amontada";689
"230080 Antonina do Norte";79
"230090 Apuiarés";133
"230100 Aquiraz";1123
"230110 Aracati";1046
"230120 Aracoiaba";395
"230125 Ararendá";115
"230130 Araripe";354
"230140 Aratuba";152
"230150 Arneiroz";84
"230160 Assaré";271
"230170 Aurora";306
"230180 Baixio";50
"230185 Banabuiú";291
"230190 Barbalha";1126
"230195 Barreira";299
"230200 Barro";210
"230205 Barroquinha";243
"230210 Baturité";481
"230220 Beberibe";672
"230230 Bela Cruz";387
"230240 Boa Viagem";613
"230250 Brejo Santo";699
"230260 Camocim";944
"230270 Campos Sales";379
"230280 Canindé";1056
"230290 Capistrano";228
"230300 Caridade";226
"230310 Cariré";207
"230320 Caririaçu";391
"230330 Cariús";198
"230340 Carnaubal";234
"230350 Cascavel";978
"230360 Catarina";128
"230365 Catunda";78
"230370 Caucaia";5044
"230380 Cedro";278
"230390 Chaval";193
"230393 Choró";191
"230395 Chorozinho";263
"230400 Coreaú";280
"230410 Crateús";954
"230420 Crato";2143
"230423 Croatá";192
"230425 Cruz";415
"230426 Deputado Irapuan Pinheiro";83
"230427 Ererê";15
"230428 Eusébio";1250
"230430 Farias Brito";210
"230435 Forquilha";265
"230440 Fortaleza";37451
"230445 Fortim";177
"230450 Frecheirinha";207
"230460 General Sampaio";88
"230465 Graça";187
"230470 Granja";729
"230480 Granjeiro";63
